_id,co_uf,no_uf,ano,variavel,social_categoria,social_subcategoria,valor
871,29,BA,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1102.16
872,29,BA,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,1581639.0
873,29,BA,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1663238830.0
874,29,BA,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1179.1
875,29,BA,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,1662069.0
876,29,BA,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1938969367.0
877,29,BA,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1338.44
878,29,BA,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,1752766.0
879,29,BA,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2261751025.0
880,29,BA,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1543.82
881,29,BA,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,1808346.0
882,29,BA,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2745399558.0
883,29,BA,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1827.83
884,29,BA,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,1800055.0
885,29,BA,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3257581269.0
886,29,BA,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1951.9
887,29,BA,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,1808376.0
888,29,BA,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3521434489.0
889,29,BA,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2008.58
890,29,BA,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,1797610.0
891,29,BA,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3600165870.0
892,29,BA,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2073.34
893,29,BA,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,1772853.0
894,29,BA,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3775541552.0
895,29,BA,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2165.88
896,29,BA,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,1833993.0
897,29,BA,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3863515088.0
898,29,BA,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2194.13
899,29,BA,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,1851030.0
900,29,BA,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,4033722725.0
901,29,BA,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2249.67
902,29,BA,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,1750294.0
903,29,BA,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,4073054339.0
904,29,BA,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,682.8
905,29,BA,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,1839526.0
906,29,BA,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1198976786.0
907,29,BA,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1112.8
908,29,BA,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,1868348.0
909,29,BA,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2060549707.0
910,29,BA,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3333.33
911,29,BA,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,2513064.0
912,29,BA,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,8433913988.0
913,31,MG,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,810.08
914,31,MG,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,756335.0
915,31,MG,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,383931151.0
916,31,MG,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,739.96
917,31,MG,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,998011.0
918,31,MG,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,618983057.0
919,31,MG,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,693.32
920,31,MG,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,1128261.0
921,31,MG,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,752171755.0
922,31,MG,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,756.12
923,31,MG,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,1080823.0
924,31,MG,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,828553498.0
925,31,MG,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,897.86
926,31,MG,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,992739.0
927,31,MG,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,937274637.0
928,31,MG,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,969.73
929,31,MG,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,1117946.0
930,31,MG,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1046437741.0
931,31,MG,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1051.88
932,31,MG,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,1135715.0
933,31,MG,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1189570569.0
934,31,MG,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1266.16
935,31,MG,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,1159259.0
936,31,MG,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1439147557.0
937,31,MG,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1493.94
938,31,MG,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,1197240.0
939,31,MG,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1748030913.0
940,31,MG,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1686.25
941,31,MG,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,1177574.0
942,31,MG,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1964722416.0
943,31,MG,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1801.07
944,31,MG,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,1143020.0
945,31,MG,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2086335876.0
946,31,MG,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1850.51
947,31,MG,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,1119274.0
948,31,MG,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2077553149.0
949,31,MG,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1915.76
950,31,MG,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,1061912.0
951,31,MG,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2086034173.0
952,31,MG,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2011.13
953,31,MG,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,1058121.0
954,31,MG,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2076481563.0
955,31,MG,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2087.83
956,31,MG,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,1052153.0
957,31,MG,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2196128773.0
958,31,MG,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2176.49
959,31,MG,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,970642.0
960,31,MG,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2223067226.0
961,31,MG,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,725.12
962,31,MG,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,1075746.0
963,31,MG,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,729067527.0
964,31,MG,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1147.52
965,31,MG,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,1135284.0
966,31,MG,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1284374073.0
967,31,MG,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3393.3
968,31,MG,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,1605805.0
969,31,MG,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,5470468153.0
970,32,ES,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,791.5
971,32,ES,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,120911.0
972,32,ES,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,53086063.0
973,32,ES,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,717.84
974,32,ES,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,160836.0
975,32,ES,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,98317794.0
976,32,ES,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,680.26
977,32,ES,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,191421.0
978,32,ES,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,121944133.0
979,32,ES,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,745.51
980,32,ES,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,187927.0
981,32,ES,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,140831600.0
982,32,ES,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,887.33
983,32,ES,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,171419.0
984,32,ES,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,161518145.0
985,32,ES,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,970.4
986,32,ES,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,190428.0
987,32,ES,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,180269180.0
988,32,ES,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1058.12
989,32,ES,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,189983.0
990,32,ES,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,198301764.0
991,32,ES,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1278.34
992,32,ES,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,192322.0
993,32,ES,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,241486561.0
994,32,ES,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1474.34
995,32,ES,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,201274.0
996,32,ES,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,287678836.0
997,32,ES,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1595.3
998,32,ES,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,201671.0
999,32,ES,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,316338586.0
1000,32,ES,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1708.55
1001,32,ES,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,190049.0
1002,32,ES,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,333798747.0
1003,32,ES,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1767.14
1004,32,ES,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,194552.0
1005,32,ES,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,334285664.0
1006,32,ES,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1833.79
1007,32,ES,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,180737.0
1008,32,ES,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,337111276.0
1009,32,ES,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1930.76
1010,32,ES,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,167790.0
1011,32,ES,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,323442734.0
1012,32,ES,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2026.29
1013,32,ES,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,180257.0
1014,32,ES,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,355763578.0
1015,32,ES,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2096.17
1016,32,ES,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,168028.0
1017,32,ES,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,372317033.0
1018,32,ES,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,678.47
1019,32,ES,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,196264.0
1020,32,ES,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,119011311.0
1021,32,ES,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1065.17
1022,32,ES,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,205770.0
1023,32,ES,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,215820067.0
1024,32,ES,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3433.17
1025,32,ES,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,300301.0
1026,32,ES,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1038701583.0
1027,33,RJ,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,814.23
1028,33,RJ,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,196330.0
1029,33,RJ,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,81974775.0
1030,33,RJ,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,746.96
1031,33,RJ,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,302733.0
1032,33,RJ,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,180508538.0
1033,33,RJ,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,701.39
1034,33,RJ,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,441667.0
1035,33,RJ,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,270666179.0
1036,33,RJ,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,775.89
1037,33,RJ,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,494051.0
1038,33,RJ,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,360983781.0
1039,33,RJ,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,929.21
1040,33,RJ,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,498378.0
1041,33,RJ,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,469944175.0
1042,33,RJ,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1019.44
1043,33,RJ,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,658726.0
1044,33,RJ,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,617267928.0
1045,33,RJ,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1101.15
1046,33,RJ,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,685301.0
1047,33,RJ,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,743584718.0
1048,33,RJ,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1296.17
1049,33,RJ,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,735821.0
1050,33,RJ,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,913166606.0
1051,33,RJ,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1520.1
1052,33,RJ,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,789827.0
1053,33,RJ,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1161814934.0
1054,33,RJ,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1726.78
1055,33,RJ,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,852237.0
1056,33,RJ,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1402859286.0
1057,33,RJ,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1843.54
1058,33,RJ,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,827847.0
1059,33,RJ,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1549328023.0
1060,33,RJ,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1885.56
1061,33,RJ,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,849412.0
1062,33,RJ,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1577744916.0
1063,33,RJ,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1952.14
1064,33,RJ,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,804641.0
1065,33,RJ,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1588104562.0
1066,33,RJ,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2064.08
1067,33,RJ,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,812699.0
1068,33,RJ,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1606282595.0
1069,33,RJ,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2123.28
1070,33,RJ,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,875367.0
1071,33,RJ,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1780907356.0
1072,33,RJ,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2209.01
1073,33,RJ,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,818580.0
1074,33,RJ,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1900008051.0
1075,33,RJ,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,704.57
1076,33,RJ,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,940502.0
1077,33,RJ,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,590729380.0
1078,33,RJ,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1081.11
1079,33,RJ,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,977458.0
1080,33,RJ,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1041862954.0
1081,33,RJ,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3335.36
1082,33,RJ,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,1772669.0
1083,33,RJ,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,6068248994.0
1084,35,SP,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,766.44
1085,35,SP,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,657099.0
1086,35,SP,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,305756614.0
1087,35,SP,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,708.71
1088,35,SP,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,863799.0
1089,35,SP,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,522327522.0
1090,35,SP,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,669.05
1091,35,SP,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,1114328.0
1092,35,SP,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,673244889.0
1093,35,SP,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,732.08
1094,35,SP,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,1085233.0
1095,35,SP,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,793164049.0
1096,35,SP,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,867.52
1097,35,SP,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,974803.0
1098,35,SP,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,910879065.0
1099,35,SP,2009,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,946.93
1100,35,SP,2009,Assistência Social,Bolsa Família,Famílias beneficiárias,1138129.0
1101,35,SP,2009,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1055782881.0
1102,35,SP,2010,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1029.41
1103,35,SP,2010,Assistência Social,Bolsa Família,Famílias beneficiárias,1174844.0
1104,35,SP,2010,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1145282091.0
1105,35,SP,2011,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1245.56
1106,35,SP,2011,Assistência Social,Bolsa Família,Famílias beneficiárias,1215984.0
1107,35,SP,2011,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1493753207.0
1108,35,SP,2012,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1461.87
1109,35,SP,2012,Assistência Social,Bolsa Família,Famílias beneficiárias,1254284.0
1110,35,SP,2012,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1785146440.0
1111,35,SP,2013,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1625.22
1112,35,SP,2013,Assistência Social,Bolsa Família,Famílias beneficiárias,1366553.0
1113,35,SP,2013,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2103544648.0
1114,35,SP,2014,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1759.56
1115,35,SP,2014,Assistência Social,Bolsa Família,Famílias beneficiárias,1327024.0
1116,35,SP,2014,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2334973894.0
1117,35,SP,2015,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1799.36
1118,35,SP,2015,Assistência Social,Bolsa Família,Famílias beneficiárias,1454858.0
1119,35,SP,2015,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2500827660.0
1120,35,SP,2016,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1840.84
1121,35,SP,2016,Assistência Social,Bolsa Família,Famílias beneficiárias,1466681.0
1122,35,SP,2016,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2682409405.0
1123,35,SP,2017,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1917.9
1124,35,SP,2017,Assistência Social,Bolsa Família,Famílias beneficiárias,1535364.0
1125,35,SP,2017,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,2806387560.0
1126,35,SP,2018,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1963.69
1127,35,SP,2018,Assistência Social,Bolsa Família,Famílias beneficiárias,1576967.0
1128,35,SP,2018,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3047820940.0
1129,35,SP,2019,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,2049.88
1130,35,SP,2019,Assistência Social,Bolsa Família,Famílias beneficiárias,1378331.0
1131,35,SP,2019,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,3078050973.0
1132,35,SP,2020,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,704.22
1133,35,SP,2020,Assistência Social,Bolsa Família,Famílias beneficiárias,1600229.0
1134,35,SP,2020,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1012067368.0
1135,35,SP,2021,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,1093.02
1136,35,SP,2021,Assistência Social,Bolsa Família,Famílias beneficiárias,1690533.0
1137,35,SP,2021,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,1815440150.0
1138,35,SP,2023,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,3416.5
1139,35,SP,2023,Assistência Social,Bolsa Família,Famílias beneficiárias,2531474.0
1140,35,SP,2023,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,8714363414.0
1141,41,PR,2004,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,754.09
1142,41,PR,2004,Assistência Social,Bolsa Família,Famílias beneficiárias,308754.0
1143,41,PR,2004,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,137030490.0
1144,41,PR,2005,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,681.26
1145,41,PR,2005,Assistência Social,Bolsa Família,Famílias beneficiárias,447186.0
1146,41,PR,2005,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,241775655.0
1147,41,PR,2006,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,644.72
1148,41,PR,2006,Assistência Social,Bolsa Família,Famílias beneficiárias,452172.0
1149,41,PR,2006,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,289350049.0
1150,41,PR,2007,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,716.67
1151,41,PR,2007,Assistência Social,Bolsa Família,Famílias beneficiárias,410885.0
1152,41,PR,2007,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,308815528.0
1153,41,PR,2008,Assistência Social,Bolsa Família,Benefício médio recebido pelas famílias do Bolsa Família,854.59
1154,41,PR,2008,Assistência Social,Bolsa Família,Famílias beneficiárias,367247.0
1155,41,PR,2008,Assistência Social,Bolsa Família,Valor Total Repassado do Bolsa Família,332727194.0
